feature_type,major_group,english_term,english_name,korean_name,meaning_flavor,meaning_source_type,meaning_source_detail,meaning_evidence_level,meaning_last_updated
chemical,홉(Hops) / 테르페노이드(홉/향료),humulene.epoxide.II,humulene epoxide II,humulene epoxide II,"moldy, cedar, lime, herbal 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),alloaromadendrene.epoxide,allo-aromadendrene epoxide,allo-aromadendrene epoxide,"향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X1.10.di.epi.cubenol,epicubenol,epicubenol,"향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,효모(Yeast) / 에스터,isopropyl.laurate,isopropyl laurate,이소프로필 라우레이트,향/풍미: 저취/거의 무취의 오일리-왁시 성격(지방산 에스터) (low-odor oily/waxy (isopropyl laurate)). 맥주에서 향보다는 mouthfeel/질감에 간접 기여 가능,webdb,web/DB: The Good Scents Company(isopropyl laurate page; organoleptic not listed) + analog fatty esters,inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),caryophylla.4.12..8.13..dien.5.alpha.ol,"caryophylla-4,8-dien-5-ol","caryophylla-4,8-dien-5-ol","향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),gamma.eudesmol,gamma-eudesmol,gamma-eudesmol,"waxy, sweet 계열 향/풍미; 기원: Spicy; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),alpha.muurolol,α-muurolol,α-muurolol,"herbal, honey 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X1.2.dihydro.8.hydroxy..2E..linalool,"1,2-dihydro-8-hydroxy-2E-linalool",하이드록시 리날룰 유도체,"향/풍미: 플로럴/시트러스 계열의 산소화 리날룰 유도체(근거 제한) (oxygenated linalool derivative; floral/citrus-like (inferred)). 맥주에서 리날룰 계열 테르펜 알코올은 floral/fruity/citrus/sweet 노트로 기술되며, 하이드록실화 유도체도 유사 방향 가능(근거 제한)",webdb,web/DB: Hop & Brew School PDF(linalool aroma profile) + general terpenoid derivative literature,inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),tau.cadinol,tau-cadinol,타우-카디놀,"향/풍미: 발사믹·얼시(earthy) (문헌에 따라 타르/캠퍼/그리시로도 기술) (balsamic, earthy (also reported: tar/camphor/greasy in some GC-O studies)). 맥주에서 세스퀴테르펜 알코올 계열로 우디/발사믹 계열 배경향에 기여 가능",webdb,web/DB: The Good Scents Company(T-cadinol: balsamic/earthy) + PMC GC-O table (tau-cadinol: tar/camphor/greasy),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),selin.11.en.4.alpha.ol,selin-11-en-4α-ol,selin-11-en-4α-ol,"woody, herbal 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),alpha.eudesmol,α-eudesmol,α-eudesmol,"향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),X14.hydroxy.9.epi..E..caryophyllene,14-hydroxy-9-epi-(E)-caryophyllene,14-hydroxy-9-epi-(E)-caryophyllene,"향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),tau.muurolol,tau-muurolol,tau-muurolol,"spicy, herbal, honey 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 알코올,n.tetradecanol,n-tetradecanol,n-tetradecanol,"coconut, fruity, waxy 계열 향/풍미; 기원: Yeast; 분류: Alcohol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),foeniculin,foeniculin,포에니큘린(Foeniculin),"향/풍미: 플로럴·스위트 + 허벌/스파이시(아니스 계열) (DB 프로파일) (floral, sweet, herbal, spicy (database profile)). 맥주에서 회향/아니스 계열(foenicul-) 네이밍과 일치하는 sweet-spicy 방향 노트로 보고되는 경우가 있음(근거: DB)",webdb,web/DB: Scent.vn odor profile (AI-derived) (foeniculin E),inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),cadalene,cadalene,카달렌,"향/풍미: 우디/스파이시/허벌(지표 기반) — 세스퀴테르펜 유래 방향족 (woody, spicy, herbal (profile; low evidence)). 맥주에서 호프/에센셜 오일에서 관찰되는 방향족 구성 성분으로 보고되며, 향 설명은 DB에 따라 편차가 큼",webdb,web/DB: Scent.vn odor profile (AI-derived) + general essential oil occurrence,inferred,2026-01-22
chemical,홉(Hops) / 알코올,X2.3.dihydro.farnesol,"2,3-dihydro-farnesol","2,3-dihydro-farnesol","floral, lily 계열 향/풍미; 기원: Hops; 분류: Alcohol",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X2E.6Z.farnesal,"E,Z-farnesal","E,Z-farnesal","floral, minty 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),caryophyllene.acetate,caryophyllene acetate,caryophyllene acetate,"woody, spicy, cedar 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X14.hydroxy.alpha.humulene,14-hydroxy-α-humulene,14-hydroxy-α-humulene,"향/풍미: 머스티/우디 + 스파이시·허브(산화된 홉 테르페노이드 계열) (musty, woody, spicy, herbal (oxygenated sesquiterpenoids)). 맥주에서 홉 오일 산화물/산소화 세스퀴테르펜은 'kettle hoppy/noble'의 spicy·herbal 인상과 연관된다고 보고됨",webdb,"web/DB: BrewingScience(oxygenated sesquiterpenoids spicy/herbal), Hop essential oil review(humulene epoxides/caryophyllene oxide musty/floral/spicy), Hop & Brew School PDF(humulene oxide/caryophyllene oxide musty/floral/spicy/woody)",inferred,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X2Z.6E.farnesal,"Z,E-farnesal","Z,E-farnesal","floral, minty 계열 향/풍미; 기원: Hops; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 알코올,X2Z.6Z.farnesol,"Z,Z-farnesol","Z,Z-farnesol",lily 계열 향/풍미; 기원: Hops; 분류: Alcohol,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 알코올,X2Z.6E.farnesol,"Z,E-farnesol","Z,E-farnesol",lily 계열 향/풍미; 기원: Hops; 분류: Alcohol,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),ambroxide,ambroxide,암브록사이드(Ambroxide),"향/풍미: 앰버그리스(ambergris)·우디·머스키 (dry amber/ambergris; woody; musky). 맥주에서 향 고정(fixative) 성격이 강한 테르페노이드로, 미량에서도 앰버 계열의 잔향을 강화할 수 있음",webdb,web/DB: The Good Scents Company(ambroxide odor description),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 에스터,benzyl.benzoate,benzyl benzoate,benzyl benzoate,balsamic 계열 향/풍미; 기원: Additive; 분류: Ester,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),X2E.6E.methyl.farnesoate,"2E,6E-methyl farnesoate","(2E,6E)-메틸 파르네소에이트","향/풍미: 세스퀴테르펜계 에스터 — 플로럴/그린 배경향 가능(근거 제한) (sesquiterpene ester (potential floral/green)). 맥주에서 직접적인 odor descriptor가 제한적이어서, farnesene/farnesol 계열의 플로럴/그린 노트를 참고하여 보수적으로 기술",webdb,web/DB: The Good Scents Company(farnesene woody; dihydrofarnesol floral/green) (analog),inferred,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.tetradecanoate,ethyl tetradecanoate,ethyl tetradecanoate,"fatty, caprylic 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,홉(Hops) / 에스터,X2.ethylhexylsalicylate,2-ethylhexylsalicylate,2-ethylhexylsalicylate,floral 계열 향/풍미; 기원: Hops; 분류: Ester,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,isopropyl.tetradecanoate,isopropyl tetradecanoate,이소프로필 미리스테이트(이소프로필 테트라데카노에이트),향/풍미: 거의 무취(코스메틱 에몰리언트로 'no odor'로 기술) (no odor / bland (isopropyl myristate)). 맥주에서 향기 성분이라기보다 질감/점도·mouthfeel에 기여하는 지방산 에스터,webdb,web/DB: The Good Scents Company(isopropyl myristate: colorless no odor),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.pentadecanoate,ethyl pentadecanoate,ethyl pentadecanoate,fatty 계열 향/풍미; 기원: Yeast; 분류: Ester,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,methyl.hexadecanoate,methyl hexadecanoate,메틸 팔미테이트(메틸 헥사데카노에이트),향/풍미: 왁시(waxy)·지방감(fatty) 노트 (waxy odor (methyl palmitate)). 맥주에서 지방산 메틸 에스터로 향은 약하지만 왁시/오일리한 배경 노트로 기술됨,webdb,web/DB: The Good Scents Company(methyl palmitate: waxy odor),direct,2026-01-22
chemical,홉(Hops) / 테르페노이드(홉/향료),Z.Z.geranyl.linalool,"Z,Z-geranyl linalool",제라닐 리날룰,향/풍미: 약한 로즈(rose) 계열의 플로럴(저강도) 노트 (low-intensity floral (rose) (geranyl linalool)). 맥주에서 디테르펜 알코올로 꽃향(로즈) 계열 배경향에 기여,webdb,web/DB: The Good Scents Company(geranyl linalool: floral) + BOCSci(rose odor description),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.hexadecanoate,ethyl hexadecanoate,ethyl hexadecanoate,"fatty, fruity, sweet, rancid 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),manool.oxide,manool oxide,마눌 옥사이드(Manool oxide),"향/풍미: 우디·레진(resinous) 계열(diterpene oxide) — 직접 descriptor 제한 (woody/resinous (diterpene oxide; limited)). 맥주에서 manool/diterpene 계열의 산화물로, woody/resinous 배경향 가능성이 높으나 직접 기술은 제한적",webdb,web/DB: GoodScents/Perflavory: organoleptic not listed; analog from manool profile,inferred,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),X13.epi.manool.oxide,13-epi-manool oxide,13-epi-manool oxide,"woody, resinous 계열 향/풍미; 기원: Spices; 분류: Terpenoid",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,isopropyl.hexadecanoate,isopropyl hexadecanoate,이소프로필 팔미테이트(이소프로필 헥사데카노에이트),향/풍미: 블랜드(bland) — 사실상 무취에 가까운 지방산 에스터 (bland odor (isopropyl palmitate)). 맥주에서 향보다는 질감/점도(에몰리언트) 성격,webdb,web/DB: The Good Scents Company(isopropyl palmitate: odor bland),direct,2026-01-22
chemical,기타(숙성/향신료/첨가) / 테르페노이드(홉/향료),manool,manool,마눌(Manool),향/풍미: 우디·앰버·샌달우드·시더 계열(디테르펜 알코올; DB 프로파일) (woody/amber/sandalwood/cedar (database profile)). 맥주에서 향료/수지(resin) 계열 배경향에 쓰이는 diterpenoid로 기술되는 경우가 있음,webdb,web/DB: Scent.vn odor profile (AI-derived) + BOcSci (epimanool woody/resinous),inferred,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.octadecanoate,ethyl octadecanoate,ethyl octadecanoate,fatty 계열 향/풍미; 기원: Yeast; 분류: Ester,paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,효모(Yeast) / 에스터,ethyl.pentanoate,ethyl pentanoate,ethyl pentanoate,"papaya, fruity, apple, sweet 계열 향/풍미; 기원: Yeast; 분류: Ester",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,맥아(Malt) / 피라진(로스티/견과),X2.ethyl.3.methylpyrazine,2-ethyl-3-methylpyrazine,2-ethyl-3-methylpyrazine,"nutty, peanut 계열 향/풍미; 기원: Malt; 분류: Pyrazine",paper,paper: Supplementary Table S1 (flavor fields),direct,2026-01-22
chemical,계산/집계(Computed) / 기타,esters_sum,sum of esters,총 에스터(합),"향/풍미: 총 에스터(합) — 과일/꽃향(그리고 과다 시 용제감) 잠재력의 요약치 (sum of esters (fruity/floral potential)). 맥주에서 에스터 계열은 일반적으로 과일/꽃향에 연결되며, 특정 에스터는 고농도에서 solventy 노트가 보고됨",webdb,web/DB: General ester–fruity relation (food aroma literature) + GoodScents ester examples,inferred,2026-01-22
chemical,계산/집계(Computed) / 기타,aroma_hops_sum,sum of hop aroma,총 홉 아로마(합),향/풍미: 총 홉 아로마(합) — 홉 유래 테르펜/산화물 등의 잠재적 향 강도 요약치 (sum of hop-derived aroma volatiles). 맥주에서 홉 오일/테르페노이드는 floral/citrus/herbal/woody 노트에 기여하며 산화물은 'noble/spicy-herbal' 인상과 연관됨,webdb,"web/DB: BrewingScience(hop oxygenated sesquiterpenoids), Hop essential oil review",inferred,2026-01-22
chemical,계산/집계(Computed) / 기타,acids_sum,sum of acids,총 산(합),향/풍미: 총 산(합) — 유기산 총량(산미/사워 인상) 요약치 (sum of organic acids). 맥주에서 젖산·초산 등 유기산이 증가하면 산미가 강화되며 pH와 함께 밸런스를 결정,webdb,web/DB: Beer pH/acid perception literature,inferred,2026-01-22
chemical,계산/집계(Computed) / 기타,sulfur_sum,sum of sulfur compounds,총 황화합물(합),향/풍미: 총 황화합물(합) — 황계 이취(off-flavor) 위험 신호 (sum of sulfur compounds (sulfidic off-flavors)). 맥주에서 DMS/메탄티올 등은 양배추·옥수수·황·고무 같은 이취로 보고되며 총량이 높으면 off-flavor 리스크가 커질 수 있음,webdb,"web/DB: Beverage sulfide off-flavor monitoring (industry), general beer off-flavor references",inferred,2026-01-22
sensory,Aroma / Malt,A_malt_all,Malt aroma,맥아 aroma,훈련 패널(7점 척도) Aroma 범주에서 'Malt aroma' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Malt,A_malt_grain,Malt aroma - grain,맥아 aroma - 곡물,훈련 패널(7점 척도) Aroma 범주에서 'Malt aroma - grain' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Malt,A_malt_bread,Malt aroma - bread,맥아 aroma - 빵,훈련 패널(7점 척도) Aroma 범주에서 'Malt aroma - bread' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Malt,A_malt_cara,Malt aroma - caramel,맥아 aroma - 카라멜,훈련 패널(7점 척도) Aroma 범주에서 'Malt aroma - caramel' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Malt,A_malt_burn,Malt aroma - smoked,맥아 aroma - 훈연/탄내,훈련 패널(7점 척도) Aroma 범주에서 'Malt aroma - smoked' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Hops,A_hops_all,Hops aroma,홉 aroma,훈련 패널(7점 척도) Aroma 범주에서 'Hops aroma' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Hops,A_hops_citrus,Hops aroma - citrus,홉 aroma - 시트러스/감귤,훈련 패널(7점 척도) Aroma 범주에서 'Hops aroma - citrus' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Hops,A_hops_tropical,Hops aroma - tropical fruit,홉 aroma - 열대과일,훈련 패널(7점 척도) Aroma 범주에서 'Hops aroma - tropical fruit' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Hops,A_hops_noble,Hops aroma - grassy,홉 aroma - 풀/그라시,훈련 패널(7점 척도) Aroma 범주에서 'Hops aroma - grassy' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Hops,A_hops_woody,Hops aroma - woody,홉 aroma - 우디,훈련 패널(7점 척도) Aroma 범주에서 'Hops aroma - woody' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Yeast,A_esters_all,Esters aroma,에스터 aroma,훈련 패널(7점 척도) Aroma 범주에서 'Esters aroma' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Yeast,A_esters_ethac,Esters aroma - nail polish,에스터 aroma - 매니큐어/용제,훈련 패널(7점 척도) Aroma 범주에서 'Esters aroma - nail polish' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Yeast,A_esters_isoaa,Esters aroma - banana,에스터 aroma - 바나나,훈련 패널(7점 척도) Aroma 범주에서 'Esters aroma - banana' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Yeast,A_esters_flower,Esters aroma - floral,에스터 aroma - 꽃,훈련 패널(7점 척도) Aroma 범주에서 'Esters aroma - floral' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Aroma / Yeast,A_esters_fruity,Esters aroma - fruity,에스터 aroma - 과일,훈련 패널(7점 척도) Aroma 범주에서 'Esters aroma - fruity' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Malt,F_malt_all,Malt taste,맥아 taste,훈련 패널(7점 척도) Taste 범주에서 'Malt taste' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Malt,F_malt_grain,Malt taste - grain,맥아 taste - 곡물,훈련 패널(7점 척도) Taste 범주에서 'Malt taste - grain' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Malt,F_malt_bread,Malt taste - bread,맥아 taste - 빵,훈련 패널(7점 척도) Taste 범주에서 'Malt taste - bread' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Malt,F_malt_cara,Malt taste - caramel,맥아 taste - 카라멜,훈련 패널(7점 척도) Taste 범주에서 'Malt taste - caramel' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Malt,F_malt_burn,Malt taste - smoked,맥아 taste - 훈연/탄내,훈련 패널(7점 척도) Taste 범주에서 'Malt taste - smoked' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Hops,F_hops_all,Hops taste,홉 taste,훈련 패널(7점 척도) Taste 범주에서 'Hops taste' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Hops,F_hops_citrus,Hops taste - citrus,홉 taste - 시트러스/감귤,훈련 패널(7점 척도) Taste 범주에서 'Hops taste - citrus' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Hops,F_hops_tropical,Hops taste - tropical fruit,홉 taste - 열대과일,훈련 패널(7점 척도) Taste 범주에서 'Hops taste - tropical fruit' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Hops,F_hops_noble,Hops taste - grassy,홉 taste - 풀/그라시,훈련 패널(7점 척도) Taste 범주에서 'Hops taste - grassy' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Hops,F_hops_woody,Hops taste - woody,홉 taste - 우디,훈련 패널(7점 척도) Taste 범주에서 'Hops taste - woody' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Yeast,F_esters_all,Esters taste,에스터 taste,훈련 패널(7점 척도) Taste 범주에서 'Esters taste' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Yeast,F_esters_ethac,Esters taste - nail polish,에스터 taste - 매니큐어/용제,훈련 패널(7점 척도) Taste 범주에서 'Esters taste - nail polish' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Yeast,F_esters_isoaa,Esters taste - banana,에스터 taste - 바나나,훈련 패널(7점 척도) Taste 범주에서 'Esters taste - banana' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Yeast,F_esters_flower,Esters taste - floral,에스터 taste - 꽃,훈련 패널(7점 척도) Taste 범주에서 'Esters taste - floral' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Yeast,F_esters_fruity,Esters taste - fruity,에스터 taste - 과일,훈련 패널(7점 척도) Taste 범주에서 'Esters taste - fruity' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,acidity,Acidity,산미,훈련 패널(7점 척도) Taste 범주에서 'Acidity' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,bitternes,Bitterness,쓴맛,훈련 패널(7점 척도) Taste 범주에서 'Bitterness' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,sweetness,Sweetness,단맛,훈련 패널(7점 척도) Taste 범주에서 'Sweetness' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,X4vg,4-vinyl guaiacol,4-비닐 가이아콜(정향),훈련 패널(7점 척도) Taste 범주에서 '4-vinyl guaiacol' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,diacetyl,Diacetyl,디아세틸(버터향),훈련 패널(7점 척도) Taste 범주에서 'Diacetyl' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,dms,Dimethyl sulfide,DMS(옥수수/양배추),훈련 패널(7점 척도) Taste 범주에서 'Dimethyl sulfide' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,metallic,Metallic,금속향,훈련 패널(7점 척도) Taste 범주에서 'Metallic' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,stale_hops,Stale hops,묵은 홉/산화,훈련 패널(7점 척도) Taste 범주에서 'Stale hops' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,t2n,Aging aroma - cardboard,Aging aroma - cardboard,훈련 패널(7점 척도) Taste 범주에서 'Aging aroma - cardboard' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,orange,Hops taste - citrus,홉 taste - 시트러스/감귤,훈련 패널(7점 척도) Taste 범주에서 'Hops taste - citrus' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,coriander,Coriander,고수(코리앤더),훈련 패널(7점 척도) Taste 범주에서 'Coriander' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Others,clove,Clove,정향,훈련 패널(7점 척도) Taste 범주에서 'Clove' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Wild flora,lactic,Lactic acid,젖산,훈련 패널(7점 척도) Taste 범주에서 'Lactic acid' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Wild flora,acetic,Acetic acid,아세트산,훈련 패널(7점 척도) Taste 범주에서 'Acetic acid' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Taste / Wild flora,barnyard,Barnyard,마구간/브렛(Brett),훈련 패널(7점 척도) Taste 범주에서 'Barnyard' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Palate / Yeast,alcohol,Alcohol,알코올감,훈련 패널(7점 척도) Palate 범주에서 'Alcohol' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
sensory,Palate / nan,aftertaste,Aftertaste,여운,훈련 패널(7점 척도) Palate 범주에서 'Aftertaste' 강도를 정량화한 관능 점수,paper,paper: Sensory names / Trained panel,direct,2026-01-22
